subj,item1,item2,edge,
FRUTTA,fragola,lampone,0,
FRUTTA,fragola,fruttodellapassione,0,
FRUTTA,melograno,pera,0,
FRUTTA,melograno,mora,0,
FRUTTA,melograno,prugna,0,
FRUTTA,melograno,mirtillo,0,
FRUTTA,melograno,nespola,0,
FRUTTA,melograno,uva,0,
FRUTTA,melograno,pesca,0,
FRUTTA,melograno,papaya,0,
FRUTTA,melograno,pompelmo,0,
FRUTTA,melograno,susina,0,
FRUTTA,lime,mela,0,
FRUTTA,lime,limone,0,
FRUTTA,lime,pera,0,
FRUTTA,lime,melograno,0,
FRUTTA,lime,mandarino,0,
FRUTTA,lime,maracuja,0,
FRUTTA,lime,mora,0,
FRUTTA,lime,prugna,0,
FRUTTA,lime,mirtillo,0,
FRUTTA,lime,nespola,0,
FRUTTA,lime,uva,0,
FRUTTA,lime,pesca,0,
FRUTTA,lime,papaya,0,
FRUTTA,lime,mango,0,
FRUTTA,lime,pompelmo,0,
FRUTTA,lime,melacotogna,0,
FRUTTA,lime,susina,0,
FRUTTA,kiwi,mela,0,
FRUTTA,kiwi,limone,0,
FRUTTA,kiwi,pera,0,
FRUTTA,kiwi,melograno,0,
FRUTTA,kiwi,lime,0,
FRUTTA,kiwi,mandarino,0,
FRUTTA,kiwi,maracuja,0,
FRUTTA,kiwi,mora,0,
FRUTTA,kiwi,prugna,0,
FRUTTA,kiwi,mirtillo,0,
FRUTTA,kiwi,nespola,0,
FRUTTA,kiwi,uva,0,
FRUTTA,kiwi,pesca,0,
FRUTTA,kiwi,papaya,0,
FRUTTA,kiwi,mango,0,
FRUTTA,kiwi,pompelmo,0,
FRUTTA,kiwi,melacotogna,0,
FRUTTA,kiwi,susina,0,
FRUTTA,kiwi,lampone,0,
FRUTTA,fico,mela,0,
FRUTTA,fico,limone,0,
FRUTTA,fico,pera,0,
FRUTTA,fico,fragola,0,
FRUTTA,fico,melograno,0,
FRUTTA,fico,lime,0,
FRUTTA,fico,kiwi,0,
FRUTTA,fico,mandarino,0,
FRUTTA,fico,maracuja,0,
FRUTTA,fico,mora,0,
FRUTTA,fico,prugna,0,
FRUTTA,fico,mirtillo,0,
FRUTTA,fico,nespola,0,
FRUTTA,fico,uva,0,
FRUTTA,fico,ficodindia,1,
FRUTTA,fico,pesca,0,
FRUTTA,fico,papaya,0,
FRUTTA,fico,mango,0,
FRUTTA,fico,pompelmo,0,
FRUTTA,fico,melacotogna,0,
FRUTTA,fico,susina,0,
FRUTTA,fico,lampone,0,
FRUTTA,fico,fruttodellapassione,0,
FRUTTA,corbezzolo,mela,0,
FRUTTA,corbezzolo,limone,0,
FRUTTA,corbezzolo,pera,0,
FRUTTA,corbezzolo,fragola,0,
FRUTTA,corbezzolo,melograno,0,
FRUTTA,corbezzolo,lime,0,
FRUTTA,corbezzolo,kiwi,0,
FRUTTA,corbezzolo,fico,0,
FRUTTA,corbezzolo,dattero,0,
FRUTTA,corbezzolo,mandarino,0,
FRUTTA,corbezzolo,maracuja,0,
FRUTTA,corbezzolo,mora,0,
FRUTTA,corbezzolo,prugna,0,
FRUTTA,corbezzolo,mirtillo,0,
FRUTTA,corbezzolo,nespola,0,
FRUTTA,corbezzolo,uva,0,
FRUTTA,corbezzolo,ficodindia,0,
FRUTTA,corbezzolo,pesca,0,
FRUTTA,corbezzolo,papaya,0,
FRUTTA,corbezzolo,mango,0,
FRUTTA,corbezzolo,pompelmo,0,
FRUTTA,corbezzolo,melacotogna,0,
FRUTTA,corbezzolo,susina,0,
FRUTTA,corbezzolo,lampone,0,
FRUTTA,corbezzolo,fruttodellapassione,0,
FRUTTA,dattero,mela,0,
FRUTTA,dattero,limone,0,
FRUTTA,dattero,pera,0,
FRUTTA,dattero,fragola,0,
FRUTTA,dattero,melograno,0,
FRUTTA,dattero,lime,0,
FRUTTA,dattero,kiwi,0,
FRUTTA,dattero,fico,0,
FRUTTA,dattero,mandarino,0,
FRUTTA,dattero,maracuja,1,
FRUTTA,dattero,mora,0,
FRUTTA,dattero,prugna,0,
FRUTTA,dattero,mirtillo,0,
FRUTTA,dattero,nespola,0,
FRUTTA,dattero,uva,0,
FRUTTA,dattero,ficodindia,0,
FRUTTA,dattero,pesca,0,
FRUTTA,dattero,papaya,0,
FRUTTA,dattero,mango,0,
FRUTTA,dattero,pompelmo,0,
FRUTTA,dattero,melacotogna,0,
FRUTTA,dattero,susina,0,
FRUTTA,dattero,lampone,0,
FRUTTA,dattero,fruttodellapassione,0,
FRUTTA,mandarino,mela,0,
FRUTTA,mandarino,pera,0,
FRUTTA,mandarino,melograno,0,
FRUTTA,mandarino,maracuja,0,
FRUTTA,mandarino,mora,0,
FRUTTA,mandarino,prugna,0,
FRUTTA,mandarino,mirtillo,0,
FRUTTA,mandarino,nespola,0,
FRUTTA,mandarino,uva,0,
FRUTTA,mandarino,pesca,0,
FRUTTA,mandarino,papaya,0,
FRUTTA,mandarino,mango,0,
FRUTTA,mandarino,pompelmo,0,
FRUTTA,mandarino,melacotogna,0,
FRUTTA,mandarino,susina,0,
FRUTTA,ciliegia,mela,0,
FRUTTA,ciliegia,limone,0,
FRUTTA,ciliegia,pera,0,
FRUTTA,ciliegia,fragola,1,
FRUTTA,ciliegia,melograno,0,
FRUTTA,ciliegia,lime,0,
FRUTTA,ciliegia,kiwi,0,
FRUTTA,ciliegia,fico,0,
FRUTTA,ciliegia,corbezzolo,0,
FRUTTA,ciliegia,dattero,0,
FRUTTA,ciliegia,mandarino,0,
FRUTTA,ciliegia,maracuja,0,
FRUTTA,ciliegia,mora,0,
FRUTTA,ciliegia,prugna,0,
FRUTTA,ciliegia,mirtillo,0,
FRUTTA,ciliegia,cocco,0,
FRUTTA,ciliegia,nespola,0,
FRUTTA,ciliegia,uva,0,
FRUTTA,ciliegia,ficodindia,0,
FRUTTA,ciliegia,pesca,0,
FRUTTA,ciliegia,papaya,0,
FRUTTA,ciliegia,mango,0,
FRUTTA,ciliegia,pompelmo,0,
FRUTTA,ciliegia,melacotogna,0,
FRUTTA,ciliegia,susina,0,
FRUTTA,ciliegia,lampone,0,
FRUTTA,ciliegia,fruttodellapassione,0,
FRUTTA,maracuja,mela,0,
FRUTTA,maracuja,pera,0,
FRUTTA,maracuja,melograno,0,
FRUTTA,maracuja,mora,0,
FRUTTA,maracuja,prugna,0,
FRUTTA,maracuja,mirtillo,0,
FRUTTA,maracuja,nespola,0,
FRUTTA,maracuja,uva,0,
FRUTTA,maracuja,pesca,0,
FRUTTA,maracuja,papaya,1,
FRUTTA,maracuja,pompelmo,0,
FRUTTA,maracuja,melacotogna,0,
FRUTTA,maracuja,susina,0,
FRUTTA,mora,pera,0,
FRUTTA,mora,prugna,0,
FRUTTA,mora,nespola,0,
FRUTTA,mora,uva,0,
FRUTTA,mora,pesca,0,
FRUTTA,mora,papaya,0,
FRUTTA,mora,pompelmo,0,
FRUTTA,mora,susina,0,
FRUTTA,prugna,uva,0,
FRUTTA,prugna,susina,0,
FRUTTA,avocado,mela,0,
FRUTTA,avocado,limone,0,
FRUTTA,avocado,cedro,0,
FRUTTA,avocado,pera,0,
FRUTTA,avocado,fragola,0,
FRUTTA,avocado,melograno,0,
FRUTTA,avocado,lime,0,
FRUTTA,avocado,kiwi,0,
FRUTTA,avocado,fico,0,
FRUTTA,avocado,corbezzolo,0,
FRUTTA,avocado,dattero,0,
FRUTTA,avocado,mandarino,0,
FRUTTA,avocado,ciliegia,0,
FRUTTA,avocado,maracuja,0,
FRUTTA,avocado,mora,0,
FRUTTA,avocado,prugna,0,
FRUTTA,avocado,mirtillo,0,
FRUTTA,avocado,cocco,0,
FRUTTA,avocado,nespola,0,
FRUTTA,avocado,uva,0,
FRUTTA,avocado,ficodindia,0,
FRUTTA,avocado,pesca,0,
FRUTTA,avocado,papaya,0,
FRUTTA,avocado,mango,0,
FRUTTA,avocado,pompelmo,0,
FRUTTA,avocado,melacotogna,0,
FRUTTA,avocado,susina,0,
FRUTTA,avocado,banana,0,
FRUTTA,avocado,cachi,0,
FRUTTA,avocado,lampone,0,
FRUTTA,avocado,fruttodellapassione,0,
FRUTTA,mirtillo,pera,0,
FRUTTA,mirtillo,mora,0,
FRUTTA,mirtillo,prugna,0,
FRUTTA,mirtillo,nespola,0,
FRUTTA,mirtillo,uva,0,
FRUTTA,mirtillo,pesca,0,
FRUTTA,mirtillo,papaya,0,
FRUTTA,mirtillo,pompelmo,0,
FRUTTA,mirtillo,susina,0,
FRUTTA,cocco,mela,0,
FRUTTA,cocco,limone,0,
FRUTTA,cocco,pera,0,
FRUTTA,cocco,fragola,0,
FRUTTA,cocco,melograno,0,
FRUTTA,cocco,lime,0,
FRUTTA,cocco,kiwi,0,
FRUTTA,cocco,fico,0,
FRUTTA,cocco,corbezzolo,0,
FRUTTA,cocco,dattero,0,
FRUTTA,cocco,mandarino,0,
FRUTTA,cocco,maracuja,0,
FRUTTA,cocco,mora,0,
FRUTTA,cocco,prugna,0,
FRUTTA,cocco,mirtillo,0,
FRUTTA,cocco,nespola,0,
FRUTTA,cocco,uva,0,
FRUTTA,cocco,ficodindia,0,
FRUTTA,cocco,pesca,0,
FRUTTA,cocco,papaya,0,
FRUTTA,cocco,mango,0,
FRUTTA,cocco,pompelmo,0,
FRUTTA,cocco,melacotogna,0,
FRUTTA,cocco,susina,0,
FRUTTA,cocco,lampone,0,
FRUTTA,cocco,fruttodellapassione,0,
FRUTTA,nespola,pera,0,
FRUTTA,nespola,prugna,0,
FRUTTA,nespola,uva,0,
FRUTTA,nespola,pesca,0,
FRUTTA,nespola,papaya,0,
FRUTTA,nespola,pompelmo,0,
FRUTTA,nespola,susina,0,
FRUTTA,ficodindia,mela,0,
FRUTTA,ficodindia,limone,0,
FRUTTA,ficodindia,pera,0,
FRUTTA,ficodindia,fragola,0,
FRUTTA,ficodindia,melograno,0,
FRUTTA,ficodindia,lime,0,
FRUTTA,ficodindia,kiwi,0,
FRUTTA,ficodindia,mandarino,0,
FRUTTA,ficodindia,maracuja,0,
FRUTTA,ficodindia,mora,0,
FRUTTA,ficodindia,prugna,0,
FRUTTA,ficodindia,mirtillo,0,
FRUTTA,ficodindia,nespola,0,
FRUTTA,ficodindia,uva,0,
FRUTTA,ficodindia,pesca,0,
FRUTTA,ficodindia,papaya,0,
FRUTTA,ficodindia,mango,0,
FRUTTA,ficodindia,pompelmo,0,
FRUTTA,ficodindia,melacotogna,0,
FRUTTA,ficodindia,susina,0,
FRUTTA,ficodindia,lampone,0,
FRUTTA,ficodindia,fruttodellapassione,0,
FRUTTA,pesca,prugna,0,
FRUTTA,pesca,uva,0,
FRUTTA,pesca,pompelmo,0,
FRUTTA,pesca,susina,0,
FRUTTA,papaya,pera,0,
FRUTTA,papaya,prugna,0,
FRUTTA,papaya,uva,0,
FRUTTA,papaya,pesca,0,
FRUTTA,papaya,pompelmo,0,
FRUTTA,papaya,susina,0,
FRUTTA,mango,mela,0,
FRUTTA,mango,pera,0,
FRUTTA,mango,melograno,0,
FRUTTA,mango,maracuja,0,
FRUTTA,mango,mora,0,
FRUTTA,mango,prugna,0,
FRUTTA,mango,mirtillo,0,
FRUTTA,mango,nespola,0,
FRUTTA,mango,uva,0,
FRUTTA,mango,pesca,0,
FRUTTA,mango,papaya,1,
FRUTTA,mango,pompelmo,0,
FRUTTA,mango,melacotogna,0,
FRUTTA,mango,susina,0,
FRUTTA,pompelmo,prugna,0,
FRUTTA,pompelmo,uva,0,
FRUTTA,pompelmo,susina,0,
FRUTTA,melacotogna,pera,0,
FRUTTA,melacotogna,melograno,0,
FRUTTA,melacotogna,mora,0,
FRUTTA,melacotogna,prugna,0,
FRUTTA,melacotogna,mirtillo,0,
FRUTTA,melacotogna,nespola,0,
FRUTTA,melacotogna,uva,0,
FRUTTA,melacotogna,pesca,0,
FRUTTA,melacotogna,papaya,0,
FRUTTA,melacotogna,pompelmo,0,
FRUTTA,melacotogna,susina,0,
FRUTTA,susina,uva,0,
FRUTTA,arancia,mela,0,
FRUTTA,arancia,limone,0,
FRUTTA,arancia,cedro,0,
FRUTTA,arancia,pera,0,
FRUTTA,arancia,fragola,0,
FRUTTA,arancia,melograno,0,
FRUTTA,arancia,lime,0,
FRUTTA,arancia,kiwi,0,
FRUTTA,arancia,fico,0,
FRUTTA,arancia,corbezzolo,0,
FRUTTA,arancia,dattero,0,
FRUTTA,arancia,mandarino,1,
FRUTTA,arancia,ciliegia,0,
FRUTTA,arancia,maracuja,0,
FRUTTA,arancia,mora,0,
FRUTTA,arancia,prugna,0,
FRUTTA,arancia,avocado,0,
FRUTTA,arancia,mirtillo,0,
FRUTTA,arancia,cocco,0,
FRUTTA,arancia,nespola,0,
FRUTTA,arancia,uva,0,
FRUTTA,arancia,ficodindia,0,
FRUTTA,arancia,pesca,0,
FRUTTA,arancia,papaya,0,
FRUTTA,arancia,mango,0,
FRUTTA,arancia,pompelmo,0,
FRUTTA,arancia,melacotogna,0,
FRUTTA,arancia,susina,0,
FRUTTA,arancia,banana,0,
FRUTTA,arancia,cachi,0,
FRUTTA,arancia,lampone,0,
FRUTTA,arancia,fruttodellapassione,0,
FRUTTA,banana,mela,0,
FRUTTA,banana,limone,0,
FRUTTA,banana,cedro,0,
FRUTTA,banana,pera,0,
FRUTTA,banana,fragola,0,
FRUTTA,banana,melograno,0,
FRUTTA,banana,lime,0,
FRUTTA,banana,kiwi,0,
FRUTTA,banana,fico,0,
FRUTTA,banana,corbezzolo,0,
FRUTTA,banana,dattero,0,
FRUTTA,banana,mandarino,0,
FRUTTA,banana,ciliegia,0,
FRUTTA,banana,maracuja,0,
FRUTTA,banana,mora,0,
FRUTTA,banana,prugna,0,
FRUTTA,banana,mirtillo,0,
FRUTTA,banana,cocco,0,
FRUTTA,banana,nespola,0,
FRUTTA,banana,uva,0,
FRUTTA,banana,ficodindia,0,
FRUTTA,banana,pesca,0,
FRUTTA,banana,papaya,0,
FRUTTA,banana,mango,0,
FRUTTA,banana,pompelmo,0,
FRUTTA,banana,melacotogna,0,
FRUTTA,banana,susina,0,
FRUTTA,banana,cachi,0,
FRUTTA,banana,lampone,0,
FRUTTA,banana,fruttodellapassione,0,
FRUTTA,cachi,mela,0,
FRUTTA,cachi,limone,0,
FRUTTA,cachi,cedro,0,
FRUTTA,cachi,pera,0,
FRUTTA,cachi,fragola,0,
FRUTTA,cachi,melograno,0,
FRUTTA,cachi,lime,0,
FRUTTA,cachi,kiwi,0,
FRUTTA,cachi,fico,0,
FRUTTA,cachi,corbezzolo,0,
FRUTTA,cachi,dattero,0,
FRUTTA,cachi,mandarino,0,
FRUTTA,cachi,ciliegia,0,
FRUTTA,cachi,maracuja,0,
FRUTTA,cachi,mora,0,
FRUTTA,cachi,prugna,0,
FRUTTA,cachi,mirtillo,0,
FRUTTA,cachi,cocco,0,
FRUTTA,cachi,nespola,0,
FRUTTA,cachi,uva,0,
FRUTTA,cachi,ficodindia,0,
FRUTTA,cachi,pesca,0,
FRUTTA,cachi,papaya,0,
FRUTTA,cachi,mango,0,
FRUTTA,cachi,pompelmo,0,
FRUTTA,cachi,melacotogna,0,
FRUTTA,cachi,susina,0,
FRUTTA,cachi,lampone,0,
FRUTTA,cachi,fruttodellapassione,0,
FRUTTA,lampone,mela,0,
FRUTTA,lampone,limone,0,
FRUTTA,lampone,pera,0,
FRUTTA,lampone,melograno,0,
FRUTTA,lampone,lime,0,
FRUTTA,lampone,mandarino,0,
FRUTTA,lampone,maracuja,0,
FRUTTA,lampone,mora,0,
FRUTTA,lampone,prugna,0,
FRUTTA,lampone,mirtillo,0,
FRUTTA,lampone,nespola,0,
FRUTTA,lampone,uva,0,
FRUTTA,lampone,pesca,0,
FRUTTA,lampone,papaya,0,
FRUTTA,lampone,mango,0,
FRUTTA,lampone,pompelmo,0,
FRUTTA,lampone,melacotogna,0,
FRUTTA,lampone,susina,0,
FRUTTA,fruttodellapassione,mela,0,
FRUTTA,fruttodellapassione,limone,0,
FRUTTA,fruttodellapassione,pera,0,
FRUTTA,fruttodellapassione,melograno,0,
FRUTTA,fruttodellapassione,lime,0,
FRUTTA,fruttodellapassione,kiwi,0,
FRUTTA,fruttodellapassione,mandarino,0,
FRUTTA,fruttodellapassione,maracuja,0,
FRUTTA,fruttodellapassione,mora,0,
FRUTTA,fruttodellapassione,prugna,0,
FRUTTA,fruttodellapassione,mirtillo,0,
FRUTTA,fruttodellapassione,nespola,0,
FRUTTA,fruttodellapassione,uva,0,
FRUTTA,fruttodellapassione,pesca,0,
FRUTTA,fruttodellapassione,papaya,0,
FRUTTA,fruttodellapassione,mango,0,
FRUTTA,fruttodellapassione,pompelmo,0,
FRUTTA,fruttodellapassione,melacotogna,0,
FRUTTA,fruttodellapassione,susina,0,
FRUTTA,fruttodellapassione,lampone,0,
